UniProt_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
P11827,-0.05997667553116465,0.07655283137594283,0.04517469290058122,0.0014083877049279533,0.054176971416033434,-0.058211448566190524,0.04112094739564072,0.04640570126218452,0.15559066274554167,0.2082948242422112,0.6619862752097887,-0.3201079642585156,-0.08438100700222576,0.7420934462655341,-0.0990329623035523,0.040343754234047104,-0.08126580951904952,0.36230697820414,0.13540103765843314,-0.03449949684027636,-0.06017034065972335,-0.08660000952206875,-0.28531351043866904,0.28187778957118026,-0.43495341070443905,-0.26014147567585144,-0.2562602703806339,-0.12793086818549576,-0.021744688095379595,-0.05503940144753167,0.12208841872496215,0.13478303162723884,0.12356231256040366,0.05000788661438827,0.00898374940334437,0.3489841495667363,0.019079437518307693,0.0917387866054021,-0.03923918391174081,-0.008576832077986053,0.25037735662689997,-0.0066328991888040915,0.11251901839375397,0.05774144062723896,-0.014968639824076473,0.004486790342500137,-0.14446751988491754,0.03698306919324484,-0.07030386655329064,0.09511404947677375,0.023182856008072232,-0.2370819672129558,-0.2533088971778396,0.47443595554847945,-0.06231022742053565,-0.013881929854169223,0.09289137941062547,-0.14449480028526912,0.026963010369121194,0.010487146986567506,0.19142736314480663,-0.24672305185735904,-0.14096194451585412,0.019706509997768663,0.0343385396745437,0.02043527485162694,0.13915930195933573,-0.19087929890518462,-0.08200117439722884,0.07377209045256715,0.05368609730731143,0.12895041211640115,0.19211585900165684,-0.0034264034643490746,-0.0347332104505156,-0.0564273395650356,-0.07653068554119935,-0.1616559872027946,0.073656282729411,0.020093581851324878,0.012108252916122312,0.007263133097430433,0.2634650840336702,0.2448154785757532,0.04400019245158644,-0.1523281530537145,0.04636948437539036,-0.05127023001034004,0.10009922034717345,0.005316226743203152,0.09067667775661546,0.032517488961471094,0.009179595675497584,0.05280719354161185,0.035048144809741145,0.11228132370256072,0.04166316850971599,-0.044640486622448516,-0.202454271182217,-0.29498344333931026
O75347,-0.012242804202874252,0.10169906972879193,0.002694701206037063,0.11241407645952704,-0.06270552015855808,-0.03629768965284944,0.031618724672660546,0.09427596526782286,0.09669512262795935,0.06796876472244712,0.2295125341958466,-0.2530370494915485,-0.040024621210445976,-0.07462799331017475,-0.10867137960974782,-0.24513152271690253,0.2141888550444489,-0.021243177260039776,0.2573436095642432,-0.015389490721329144,0.013749723854423027,-0.17188411593563951,-0.2630946935492434,0.2284345016627542,0.01947005517561472,0.11139932795935314,0.050303753270408216,-0.027335716227804813,-0.005109550447632185,-0.018244704899068383,0.0994807694891619,0.0038217655913442058,-0.04535596983071422,0.04531993945276137,0.20258564797905734,-0.03976093910428219,0.1778109802467308,0.018161318773643787,-0.03661832471261897,0.05457269367943707,0.04803252568030617,0.049241040388954334,0.005071943532819792,0.08695651546290746,0.09555460397591697,0.0035391304922262265,-0.017506619409442276,-0.0043590110564345405,0.07773966118848723,-0.3788779728794609,0.14126574663771976,-0.24393859887883895,-0.045123765965081004,-0.0105574564889786,-0.0740787205357844,-0.16431009283940806,-0.06971805943192375,0.041631450079700205,-0.09795067306809431,-0.0343245552614119,0.06123075395337188,-0.12210619108576085,-0.05799873346684915,0.023573105527721745,-0.04850768862884871,0.142614915390413,-0.06379118487128513,0.11052096206336658,0.0007386179496960757,0.017090665959942485,0.07554780572771319,0.004624295315468548,0.0020667941110107417,0.005205662735197186,0.08383746525061439,-0.16118138874710025,-0.08141149495030459,-0.04203081595929773,0.19182280132071342,0.14326421818097615,0.08502755512507446,0.045680462359291414,-0.015752509917171136,0.06265484933253543,0.10487155315325616,-0.1374307462425711,-0.019001947589358154,0.011473450087044666,-0.0009002495306940422,2.2953527918607303e-05,0.15672619511785033,0.08246252260019529,0.02179173980497836,0.01317340098076484,0.00047380956180163945,0.019991670725084273,-0.03149284683948804,0.04652329046355262,0.03422603705663498,0.008539732487676935
P11655,0.024921266106620637,-0.038078006808911415,0.010958366282934172,-0.06388853955997643,-0.0910680249082844,0.014561845411294372,0.09389944455853283,0.04169405826699384,0.10960878802146301,0.08343442692761145,0.45140900514818894,-0.3773977290665516,0.219742839474761,0.6166539526027108,-0.09179726764133939,0.19476827278948938,-0.03988158368536763,0.1412551681620757,0.2522922570884922,-0.14626428050903117,-0.1136936900395753,-0.09046431521224994,-0.2043564099510433,0.23885532768060613,-0.36734216213811516,-0.19797312145622056,-0.17534637451001492,0.09989508974210333,0.08972618648653004,0.02069652169963436,0.09434464352937273,0.06470315189988583,-0.006937774843921438,-0.18004135904465302,0.1130079544143403,0.3042832158555682,0.13286310075970237,0.12454616811702442,0.07837448238808656,-0.028053166149438768,0.2602407831575794,-0.15024271389984123,0.16653974764577925,0.09989517152059907,-0.048874151873203216,0.03132325582996437,-0.08990168451084028,-0.10865421891644766,-0.23685144701699337,0.11708302055343585,0.026945420669617595,-0.11562881350245785,0.00828522939591885,0.20484878769812373,-0.1445684014568348,-0.13818491422614157,0.01869798833087975,0.08563200788409964,0.011344826945757327,-0.18707486004660145,0.3374830318511595,0.03613962210685787,-0.15271632631399165,0.06611366033388572,-0.05117353920025866,0.013080380261219354,-0.01815781505116465,-0.3125093288073207,0.09864004351348556,-0.09257613266090194,0.06194955462285643,0.03741374209831239,0.11650206830535692,0.0020905019796721666,0.04784351341905241,-0.21104120457743084,0.03609985608845209,-0.09644315375662321,-0.013161913696842947,-0.039153659478868556,-0.04925781382630695,0.12749432861465673,0.22056449762338307,0.10222430018710489,0.04859975811690296,-0.1952469603061737,0.054709381698887484,-0.05197496191505058,0.0319515385693807,-0.021103808294619917,0.10060804300982819,-0.024824892156896917,0.08305392495266475,-0.07121865765017016,-0.03623871934467268,0.07974828584236451,0.035376749758040255,-0.035365716616786114,-0.07423692774386258,-0.3539707519318897
O95149,0.04021361538282175,0.023450783763419043,-0.0029960820133833194,0.03282522736004501,-0.06551448127374689,-0.10688599062027604,0.07138104133250078,0.07444730235179106,0.1267736972201246,0.07131446807020846,0.30563133566358225,-0.18354119047268905,-0.0675517881032795,0.22133440890418368,0.029684177131306468,0.05930850348279426,0.2077019299865396,0.08750078109667224,0.2186382367167488,-0.10114772046402695,-0.1633351621741455,0.012887416105599915,-0.22274337563227561,0.18338476362635459,-0.01993687494617422,-0.013156188116461647,-0.08362665117181588,0.013238554461523564,0.14319000959320158,-0.06725771339826704,0.08185038197144026,-0.03590481718133482,0.11784771776098103,-0.027528362111495158,0.036593605010282124,0.15036225471328063,0.12806737466118673,0.019203314682162992,-0.04699757873122245,0.0014211647147248391,0.09580420242881985,0.024035965119839058,0.09911308866510644,0.09000236456960363,0.06642571968307395,-0.038589960244732,-0.05592040012255057,-0.03946287260698322,0.1206424606369425,-0.06264395641191065,0.1791285801235354,-0.18127229768705155,-0.18334142071811077,-0.03371002970225652,-0.16300544868408412,-0.05261763501304721,-0.041814130491540424,-0.015506969296531923,-0.12780569358040803,0.04526874838837576,0.06041658682266175,-0.14528468495594812,-0.12947733285752086,0.025877351362414668,0.0236772587064045,-0.07465702531235098,-0.057135384426127075,-0.30377397068212847,0.009314511413674778,0.04811200778307063,-0.030179693518845387,-0.003872794239473224,0.08755568819357036,-0.003468962848802138,0.05583419212163971,-0.03014785475391863,-0.02937521932862061,-0.06026310745125756,0.0173865761806715,0.11062495882801986,0.05916789064909026,0.09663026496519918,0.11417527418451168,-0.028895235116819167,0.033195879102433205,-0.08081358054976444,0.03536044599036234,-0.09711487335126855,0.055522285657657856,-0.06359402254488071,0.11862646673139784,-0.005107232036763847,-0.1461921033930164,-0.14479364545932719,-0.03119871668365654,0.005934416346131655,0.044084737823944155,0.08662602906343796,0.06134444438818808,0.058391796513205495
P06132,0.06380219079510929,-0.027418327142294932,-0.08305899131968258,0.04289465086582043,0.16477642514310153,0.05865111571628792,0.028171977254232913,-0.0301075154872735,0.07938361156651556,0.09842569946350795,0.2561755598047641,-0.23131195148454067,0.019657807192165856,0.255806357380139,0.15864159017741897,0.22862186105112936,0.33125753040957945,-0.049282669691594304,0.37394597495096793,0.048386069931446014,-0.13721247189737387,0.03195988101558287,-0.3174482323053287,0.16183827828016845,-0.18423981446799978,-0.1505635495317815,-0.07604502106436552,0.13897868277377112,0.053132039413894494,-0.12735583536858147,0.011215378478130844,0.10620362204116478,0.07178556494247455,-0.049426407532645524,0.12235658930511462,0.10593538139902704,-0.03271836512495292,0.047444193332583255,0.010074695005740042,-0.05037393114621793,0.10838677191342234,0.06629059706132708,0.2328065804154924,0.11632880876368283,-0.008305354928889539,-0.01229642634777233,-0.06388276312342289,-0.06457503849654729,-0.06724827046861269,-0.03461632466919592,0.17124865170687,-0.21680942679137036,-0.10395638104694636,-0.010245479563582866,-0.020823316556345936,-0.12608876049405213,0.10243638734801074,0.2371717504007621,-0.11123890718935046,0.1265600722467565,0.07645923064225167,-0.18894574327344094,-0.16254690368562766,-0.053494459122393416,-0.04179105956579587,-0.055702893791306336,0.1787098886331182,-0.24763044025633948,0.10521825954226005,0.05267950399475613,0.16546762764336317,-0.061991647772376444,0.1510661190800202,-0.07262395227478462,-0.07898110213163298,-0.04016910244980731,0.010014616064970857,-0.004990627581326068,0.053462700921067384,0.05016952923670833,0.006948195495607684,0.07645956857241606,0.08827138662803852,0.07771139762637029,-0.006002040337596405,-0.14031404079532325,0.015346295636880608,0.03642029001219486,0.040074144631992034,0.08070644992547077,0.08837479354597318,0.04671665193301646,-0.16407503222046663,0.00022493575816589137,0.013043154824909026,-0.016592561416560684,-0.019851819932921077,-0.048038141967113375,0.07830030348290111,-0.08377507195009803
B4XT64,0.03644774734715,0.143198086716775,-0.17053923281398092,0.0634012926177665,0.04992968759912489,-0.004157275602357678,0.05938885876987905,0.10461513687444429,0.1292551728275082,0.049745679675093135,0.5027936155151028,-0.4108564287435484,-0.10060173825367723,0.04314145781686124,0.05513633365703183,-0.05074761960040128,0.36905860977354976,0.040453000782115,0.37047927934043656,0.048913047237503914,0.09189941654568248,-0.15603798699724988,-0.3822373092457919,0.3941204666242968,-0.053025612065399436,-0.08913099444342074,-0.12429802469667386,0.03750783156925499,-0.03738414660184023,-0.05160659677189337,0.06100784266290048,0.03306484706707062,0.021815036373701864,-0.009895234005242406,0.21447847968764006,-0.019900888056357542,0.13236929151127402,0.011900870381665972,-0.06712599118681872,-0.02821922315986853,0.12140415556422493,-0.06574456620568025,0.1821624317331661,0.1910922938846637,-0.003682958432659429,-0.1337588478322384,-0.016178715316964538,0.0909566565229762,0.21418783196435268,-0.14558480151934206,0.15722379638808237,-0.32625510270909164,-0.15665130509656253,-0.037779312587693896,-0.08196960177574104,-0.0888665903444966,0.021144321165927737,0.27264671929842166,-0.23634885312575935,0.06079137147341161,0.0015431560589458174,-0.30686486854230355,-0.04898805338869394,0.055482237050168436,0.053782453552432836,0.07784417427324444,0.10412141366392835,-0.16801207674915808,0.02835557345461496,0.09551693031912795,0.06538783406290608,-0.04128484519708089,0.09094670619162663,0.024512226633441738,0.13715456861993647,-0.14221282430182405,-0.12557837639642994,-0.05302406778871426,0.15184820406270455,0.17853951673171067,-0.0479522449959925,0.0876132043715579,0.008448264377318687,0.15417041779861437,0.03199936577857759,-0.06236202927401923,-0.10955292481678704,0.050645574271987404,0.005764805441489704,0.029844381289550626,0.23462368893004137,0.06734309011743697,-0.012403566274232072,-0.06460063015816025,0.11076509152289984,0.0074148769790615375,-0.02121943346392794,0.025997979186389294,0.08371729376022592,-0.09066952450409736
O75604,0.03471964957346138,0.01562061953323216,0.04664849326120227,-0.04497941904011584,-0.07937329035849698,-0.019807223392355057,0.08640104608365157,0.03229058978949485,0.14968375432703382,0.24176490479232055,0.07578912755261766,-0.028118171850882688,0.18003290603674743,0.2206152500903351,0.13224040156182074,0.2038292024906032,0.2347678340480274,-0.162278847161564,0.33671346495188226,-0.03014028384248879,-0.08877406389474497,0.01011785985853365,-0.2748487048336545,0.2013060408728291,-0.19917860459764594,-0.11028445874694141,-0.14380629751501806,0.10078643576562082,-0.09488966473065773,-0.05549563793905171,0.0115470487812936,0.03705432237583624,0.0014380934514849537,-0.017796442379062433,0.12907121176489736,0.02588522299606185,0.07598721062369476,0.11912805469739837,-0.11357944969486669,-0.0040476539718807105,0.004751628798221159,-0.04136620360566925,0.04480468248673103,0.016464994401823647,0.05109401699777312,-0.03211469282744767,-0.10626800348001793,-0.029781867579622534,0.052164507032329124,0.08924303317411755,0.28750903083893,-0.328764796858997,0.10147986617853944,0.038785802719268805,-0.11239147645871472,0.007297290283387045,0.15602731908260545,0.13647329524811122,-0.13486149507267126,-0.04375825615984846,-0.10274223167701105,-0.11120215465601553,-0.022877409864555408,0.07180482832486504,0.04447150474595653,-0.010827712456969604,-0.23735626464255494,-0.12979289239445405,0.08242385554369784,-0.036364568363075486,0.2048872254886752,0.15192853555318342,0.2344155125830679,0.11617474708863018,-0.02493850657451146,-0.05933582013905212,-0.11404660681084633,-0.06250543062720151,0.027868850600612984,0.03675070702306587,0.020085094278546496,0.13456036083296807,0.02295006944772416,0.00150187463169639,-0.03650876834031532,0.0352794391419491,0.1372105056565535,0.006896571814567182,0.010000585075511603,-0.0076948369407110915,0.07903697937522783,-0.007956079036738607,0.030055471764071418,-0.10730785942592916,0.010868655155348059,0.05065481926569241,0.03663097423272409,-0.12010952919485426,0.16029855434121748,-0.010897079431669279
P26639,-0.034860929239011976,-0.04890658987403356,-0.030049585786590127,0.031348736434252754,0.06050113002201314,-0.09407694482067896,0.14857307400729053,-0.06306286496270473,0.13270658555835518,0.2060850771558333,0.09761455014052683,-0.17716226317984293,0.15455278129274413,0.09143931917294672,0.2060250114907304,0.09870568946295895,0.015486059331783403,-0.046780232120702,0.37494544190862455,-0.044295680796127265,-0.03953720949544764,-0.03673247530632377,-0.1470820965647291,0.200751533601555,-0.16309271452525426,-0.0867981413958813,-0.02137038236478905,-0.09253911726882977,0.009486952224500094,-0.007182364316489054,-0.002722696969571886,0.11484018049939512,0.006197298816909102,0.005416443638407415,0.04320526513904357,0.15166173022768265,0.05177940268363409,0.05892863067071504,0.0012366093060715178,0.03299891888318221,0.02878981400094688,-0.09543068120694481,0.08609107262969387,-0.045511683707590136,-0.12057314207111727,0.022874818753454495,-0.07979133828241872,-0.10934545173096495,-0.02082906568126871,0.020912362793451843,0.1081767173412628,-0.19347411736657982,0.05853431143662826,-0.08474826091784524,-0.07168428464931871,-0.06636738473442563,-0.011823603362550502,0.08274953953122306,0.0788743797564228,-0.07694667611509254,0.19541182027967352,0.026056962597001097,-0.13485988022559695,-0.007424956679729505,-0.01686939087858653,-0.020267737683655085,-0.11755280929980502,-0.17507419052601247,0.024686530506847992,0.014853477477344657,0.19501652691007723,-0.000977253220144822,0.054969969645068915,0.1237665856737443,0.025041977729359698,-0.15684546128044433,-0.0466248361502888,-0.07554563886708365,-0.01770464425261652,0.1252479028748791,0.04206291628281854,0.062247545226582504,0.08465725972373818,0.0464579572785503,-0.05261769245573365,-0.10997123753795475,0.032052055610699084,-0.007251187634397989,-0.03731839234127238,-0.06110338269774242,0.13022993463759913,-0.03245499926979673,-0.012043698737044408,-0.016506000011061155,-0.004035712181287504,-0.015321032597720241,0.005477537884889283,-0.07330200712539263,0.08942567156550844,-0.14311999419795476
P12425,0.0026570219452993343,-0.11428870423149766,0.013001852830198973,0.09082756642922049,-0.07973090856577107,0.014957436984278413,0.13411060578575376,-0.01584451828428183,0.050684157127539625,0.13396305694752125,0.08401026024747986,-0.04660796769918478,0.18504075805936254,0.16627139324201784,-0.11975734046640935,0.08955267599414912,-0.08422536605532249,-0.007566334540476283,0.11986207246193374,0.10009291268742208,0.04002755894719109,-0.06747825559862469,-0.18887009360656618,0.24549589001716396,-0.06989995932325363,-0.07401124225166342,-0.04431219180158104,0.04586554807733727,0.0097397086346539,-0.09267512300992954,0.07073328457748448,-0.09506435367153593,-0.008424807406382451,-0.04295521740187231,-0.025514200515929564,0.16590546686855817,-0.004562168250658576,0.0694443315610934,0.0009522919117778018,-0.09748035751585972,-0.14286330683633883,0.04076571629008618,0.09702156610204235,-0.006442481767432041,0.026127420887374273,-0.05347960930337755,-0.05667398538128044,-0.10153708495736874,0.03932630102094775,0.10226141400572915,0.06635366230295173,-0.0673621347289394,0.027446370417658628,0.09030200096548799,-0.0627464193936084,-0.07861793199375572,0.13065078903541297,0.18139610416228014,-0.08278830662742091,0.01565793749606771,-0.025306807743608314,0.011864650331653598,-0.1515967395037644,-0.08444643602888066,0.029010077950607872,-0.009378955841792314,0.03176882291825227,-0.08796829365505598,-0.024453281469160273,0.03946465328024365,0.17325277148102153,0.027341844618698638,-0.08462512869877584,-0.060134669451102685,-0.045972866143556015,-0.15212029697893498,-0.06572728673975585,-0.09397315160228593,0.04485364616193136,0.0551309033568071,0.048327997743588855,0.12486994617557116,0.02763937420323185,0.17448917149204946,-0.025217980287359117,-0.003848153288379591,0.04105593810400977,-0.13911160047883134,0.01509905260840084,0.028912865718155434,0.04076724974587287,0.037644338898811316,-0.0013425327645889542,-0.03138759108109822,-0.023961962505836838,0.024199427154678006,0.11157398528618329,-0.03222964534853687,0.02147382203761765,0.026582170065909135
O76095,0.02958081763450467,0.08627716106095987,0.023800815489504794,0.09185402592044539,-0.07920662243034103,-0.07200041438354728,0.11307334785951677,0.042948150936860885,0.1770498466967867,0.1343995729045105,0.2951675946875088,-0.07536601032519445,-0.034082495970366625,-0.0027814574301447694,0.09800106248299677,0.018046870093008493,0.1543241962954291,0.02115287338317285,0.06887262321055071,-0.0061401251070897275,-0.006634166626100807,-0.00290561404617395,-0.21697546309223995,0.27667759283371696,-0.016522981261954887,-0.04894279352634455,-0.04361150638892395,0.04243327749067109,-0.00021456330519990867,0.027044873059904773,0.07026187007666687,0.042175350145307246,-0.04775089170989537,0.06785962594256212,0.10599668606107018,0.09508164658884952,0.03045329273381281,0.008842105330783206,0.033292196279741705,-0.060586637016060804,0.07087650892886556,0.06680021156883761,0.03771168269032864,0.028838108179661447,-0.02186381011456943,-0.08369346406118308,0.02088835345773953,0.01779376259777277,0.15571628266076004,-0.18446473555604925,0.06909264286213818,-0.009304461812399505,-0.1502780993433111,0.214353762587174,-0.1057122773167702,-0.022386153592105475,-0.017282796746633366,0.031527412509495624,-0.1274717322694978,0.16784403536240952,0.05166032440864217,-0.038185060916181526,-0.0795041666077563,-0.02467912811872125,-0.06939161588906011,0.030933463794712013,-0.04850004280614545,-0.09906314331300733,-0.0573500069129866,0.13196563086631305,-0.060072147442402614,-0.08419742155306018,-0.022112565977682727,0.06664337725941595,0.08687266755729714,-0.1396803087238361,-0.09871927669973068,-0.1163407252612659,0.09758571008342361,0.036978991808048686,0.04175614393425113,0.03393340662107351,0.08573953711196515,-0.05125910798784532,-0.027915814627418538,-0.10636943638223455,0.08959561336887498,-0.08519502734962649,-0.1046325914156782,0.01129963641568785,0.031100844559246343,0.0191045666952475,0.039039670040020756,-0.1492806929039923,-0.00819214176954373,-0.03670981562291992,0.06872707777288903,0.04457900720555626,0.07346517603284242,-0.0042756977436887444
