UniProt_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
P11827,0.10240643,0.099919096,-0.41560522,0.14571038,-0.18634081,0.109665826,0.3503977,0.14047542,0.41030353,-0.0014539212,0.89957666,0.25701213,0.23396456,-0.0066634007,0.05198143,-0.1609473,-0.7087027,-0.1008542,0.055341303,-0.26508206,-0.31960407,0.49874884,-0.44469523,0.06042187,-0.22463825,-0.13904461,-1.7645448,0.073551245,0.11944673,-0.12922622,-0.35080066,0.15376495,-0.1588529,-0.2273383,0.15293747,-0.051434953,-0.38712102,-0.23031393,-0.07491885,0.06424543,0.0705585,-0.24039799,0.18200263,-0.30311787,0.20478797,0.16896302,0.048709586,-1.8164828,0.17833126,-0.18173853,0.22734019,-0.5958052,-0.19037817,-0.45383054,-0.3728186,-0.028156001,0.40256014,0.67617255,0.25188157,0.10065636,-0.44981256,-0.34051108,0.30373016,-0.37223208,-0.08175642,-0.09022865,0.03698058,0.2924012,0.49822205,0.21194552,-0.6125864,-0.24537215,0.016729333,0.04736876,-0.046086423,-0.18801518,-1.2345607,-0.061047103,-0.28783265,-0.87402904,-0.25365573,-0.47251338,0.605495,0.03753917,1.5386953,0.2557903,-0.13435425,0.113555744,0.11702235,-0.12831418,0.0061510727,0.055678807,-0.015654787,-0.3504067,-0.17626682,0.20643151,0.22406489,-0.54797447,-0.054028586,-0.2782337,-1.4794393,-0.0045158407,-0.04044739,-0.23298252,-0.23562023,-0.095524564,-0.05238471,0.19624466,-0.031775832,-0.00820997,-0.2612692,0.23099446,-0.14877191,0.26001748,0.22093786,1.318593,-0.39694744,-0.0010288404,0.21290699,-0.092696875,0.3185284,0.06530941,-0.1351349,-0.06683462,-0.10736179,-0.58153546,-0.23452334,-0.07763761
O75347,0.04580771,0.1611322,-0.34528017,0.17621326,-0.24279742,0.16091101,0.4420651,0.15874693,0.48036727,0.009578484,0.94479066,0.2618612,0.17046735,0.055872817,0.06291538,-0.056364786,-0.7166463,-0.097654834,0.098123915,-0.18683293,-0.37259403,0.45781317,-0.3884119,0.11007191,-0.31507456,-0.002432975,-2.0328474,0.04498908,0.0645964,-0.22271004,-0.39927152,0.08951321,-0.11117506,-0.2466161,0.13697717,-0.06379399,-0.49643126,-0.23317853,-0.11932288,-0.0014780618,-0.080753125,-0.24114303,0.27184874,-0.3749733,0.2658198,0.14520434,0.05740164,-1.962692,0.09188886,-0.17918424,0.228533,-0.73475087,-0.27951545,-0.40893823,-0.5209987,-0.11417854,0.49038973,0.68137497,0.26780742,0.050007217,-0.49476656,-0.3197106,0.21869087,-0.395271,-0.06564003,-0.15397626,0.014021471,0.3275315,0.49491757,0.25300294,-0.68735105,-0.36533612,-0.032517396,-0.026207084,-0.06913255,-0.11259387,-1.3604984,0.016379466,-0.35306463,-0.9779234,-0.21853943,-0.532642,0.54134023,0.037776604,1.7424206,0.18784079,-0.14292368,0.100633934,0.065626636,-0.052233912,0.00057567144,0.19794706,-0.03854043,-0.39566523,-0.16909704,0.23211277,0.28933796,-0.6179004,-0.09071745,-0.20737037,-1.6318661,-0.007105971,-0.09073056,-0.24181943,-0.22922084,-0.044852603,-0.07052159,0.30745327,0.015434144,-0.015083593,-0.33835766,0.2859535,-0.15491542,0.28238913,0.23176403,1.4616073,-0.39884716,-0.012079045,0.26428574,-0.041994195,0.28799778,-0.0268316,-0.07119514,0.07236511,-0.14686994,-0.6205279,-0.21537304,-0.06379677
P11655,0.12452892,0.08116278,-0.30758575,0.13273668,-0.18223217,0.12063774,0.30011648,0.16729851,0.3921552,-0.03213432,0.8253575,0.2440744,0.18663713,-0.0118546495,0.06695008,-0.109738804,-0.6625811,-0.09693326,0.056614034,-0.24961013,-0.29435176,0.4247693,-0.36850867,0.07189576,-0.26730847,-0.013962414,-1.522753,0.07942931,0.06739169,-0.14277634,-0.29135424,0.100401886,-0.12453365,-0.16917917,0.15810122,-0.021075614,-0.38477206,-0.21296737,-0.121524185,0.039476965,0.012216609,-0.20433985,0.22617666,-0.2973429,0.22376956,0.13243985,0.036784146,-1.604295,0.11258435,-0.13168348,0.22786601,-0.54847264,-0.22522719,-0.41018274,-0.3980639,-0.057450756,0.42477888,0.64878,0.27160144,0.058380138,-0.4237973,-0.2691234,0.2485136,-0.37003082,-0.0498974,-0.15565935,0.057210512,0.27329493,0.40523508,0.22386813,-0.5776733,-0.26367214,-0.0029198192,0.05432795,-0.04038118,-0.1602347,-1.1197205,0.018524062,-0.25379398,-0.8147194,-0.24053308,-0.42038086,0.51751435,0.030054128,1.4291826,0.15989456,-0.11093095,0.13619663,0.09877027,-0.063255146,0.0049547385,0.17472735,-0.0294815,-0.37406972,-0.13079733,0.1810092,0.17789994,-0.50779915,-0.06528278,-0.23904525,-1.3851292,-0.0004523613,-0.044581052,-0.19564807,-0.1992551,-0.06677305,-0.027082456,0.22927544,0.06735566,0.0043159127,-0.26088965,0.19541848,-0.10531126,0.3034947,0.19223481,1.1908585,-0.32822812,0.0061863903,0.18645415,-0.050139695,0.2682713,-0.010186397,-0.104761906,-0.05353678,-0.08139495,-0.5019341,-0.22748196,-0.104822166
O95149,0.0777459,0.17057155,-0.35341462,0.15562083,-0.2330943,0.16636561,0.42457512,0.14066829,0.49847862,-0.007735272,0.97680336,0.26027215,0.16354004,0.052936662,0.10504066,-0.08548359,-0.7074941,-0.043999624,0.08554545,-0.20228748,-0.3341162,0.4849067,-0.4338112,0.16187732,-0.30381295,0.07134814,-1.8996704,0.0738956,0.08158348,-0.20754032,-0.41009587,0.10664355,-0.0985722,-0.2036555,0.17688864,-0.03240024,-0.4721689,-0.2557383,-0.13565654,0.01068706,-0.08450601,-0.24717322,0.26426217,-0.41703603,0.26871014,0.16032332,0.079309724,-1.851855,0.097122364,-0.1753111,0.24701948,-0.6666307,-0.27101648,-0.41923112,-0.49315664,-0.11570744,0.5118645,0.69847906,0.33139792,0.07659342,-0.48582503,-0.2683855,0.22719826,-0.42090094,-0.029862277,-0.18996102,0.03331362,0.28527012,0.471753,0.21970764,-0.70082945,-0.32182014,-0.03114176,-0.0042099673,-0.059271727,-0.14183372,-1.3105956,0.015940195,-0.3129406,-0.97968966,-0.22990523,-0.52506423,0.5035743,0.035629753,1.7801785,0.16540883,-0.11870403,0.10396803,0.0735436,-0.08916209,0.004930187,0.21068397,-0.0084813945,-0.4367726,-0.15005158,0.25760043,0.25954545,-0.66225487,-0.10136609,-0.22438927,-1.5640427,0.0038948162,-0.09140741,-0.21547523,-0.22820486,-0.00054767827,-0.06107298,0.31080157,0.02997865,0.012963519,-0.3230992,0.31170616,-0.16560698,0.32243118,0.22352348,1.4198699,-0.42555732,-0.0096201785,0.26446334,-0.015129721,0.2988483,-0.034454197,-0.09848432,0.061391067,-0.13327,-0.6301191,-0.24116763,-0.09618748
P06132,0.053024493,0.20964551,-0.3747961,0.1704748,-0.22692361,0.16945568,0.38922396,0.14976537,0.45717186,0.026003296,0.9251186,0.24854842,0.18210451,0.044738065,0.13713709,-0.122319855,-0.6728389,-0.06493381,0.06806352,-0.20698822,-0.3752075,0.39269745,-0.37819803,0.14628705,-0.29575747,0.09318222,-1.893454,0.08185047,0.09431782,-0.19861549,-0.3590205,0.116973266,-0.04753946,-0.19665118,0.1455957,-0.05215339,-0.4772343,-0.2541591,-0.14901991,0.01969212,-0.07121575,-0.2116498,0.26088634,-0.37740976,0.24008629,0.1631996,0.064315334,-1.7945344,0.09186269,-0.14692838,0.26723447,-0.6297299,-0.23709233,-0.33496016,-0.4272194,-0.07646075,0.48964563,0.59384644,0.28342754,0.061864395,-0.46657866,-0.24453366,0.2340432,-0.35057107,-0.017977664,-0.17207894,0.032864958,0.27598408,0.44997916,0.21140416,-0.6253198,-0.27780545,-0.04179502,-0.006999845,-0.018197292,-0.16933125,-1.2150033,0.036042772,-0.30498117,-0.9260294,-0.23051548,-0.518859,0.48744923,0.03407011,1.641159,0.14850292,-0.11546824,0.12875393,0.07136111,-0.06866525,0.0073205917,0.09425072,-0.006830898,-0.41896725,-0.1296959,0.2518449,0.23323941,-0.6055647,-0.065884575,-0.24812396,-1.5137285,-0.003829059,-0.10978983,-0.18517333,-0.2353894,0.0031076032,-0.041558623,0.33161867,0.0073760888,0.005237954,-0.3421823,0.2875809,-0.16075882,0.30473918,0.2288142,1.3824394,-0.4072927,-0.04231305,0.23814252,-0.047372546,0.31021065,-0.022763237,-0.14423473,0.054670405,-0.1263241,-0.6333306,-0.19539389,-0.110437796
B4XT64,0.08496392,0.16737336,-0.2786428,0.17871301,-0.2505565,0.16936839,0.39027178,0.10730801,0.4353138,-0.0011780333,0.88057065,0.26043645,0.15978336,0.018310433,0.070449166,-0.068284094,-0.6285669,-0.039135247,0.092773914,-0.17719781,-0.3436248,0.44264778,-0.35652733,0.14441249,-0.29125664,0.07192717,-1.8306198,0.0755822,0.07746203,-0.19518177,-0.40038738,0.056364413,-0.0665906,-0.20888163,0.164199,-0.066038586,-0.51000446,-0.20364626,-0.122971915,-0.051291928,-0.04361451,-0.18442099,0.27629492,-0.32892883,0.23232146,0.14244297,0.09691423,-1.77881,0.08056022,-0.1776396,0.23267548,-0.6627173,-0.2471971,-0.3801998,-0.46161914,-0.070320256,0.46268013,0.58417696,0.29230812,0.02451585,-0.38732204,-0.2530173,0.20849489,-0.3288904,-0.07333974,-0.15075792,0.030806616,0.27314058,0.4121766,0.23439653,-0.61179787,-0.3508546,-0.036570515,-0.022163525,-0.09275067,-0.05115706,-1.2147764,0.02822786,-0.3187724,-0.9285577,-0.1988404,-0.45930544,0.5385547,0.033148244,1.5842481,0.10532591,-0.12120802,0.07306356,0.07024964,-0.025083067,-0.0034613395,0.16909944,-0.012158029,-0.3720255,-0.13264324,0.24304432,0.25235173,-0.59862345,-0.087676644,-0.14368846,-1.4748563,-0.0044324375,-0.09540448,-0.19900237,-0.14892568,0.014888282,-0.060105156,0.28902218,0.03321551,-0.021629771,-0.28774905,0.33423743,-0.14118604,0.29294258,0.18122268,1.3121558,-0.3647457,-0.053386237,0.2561662,-0.009811906,0.27175122,-0.05354702,-0.09687609,0.03485625,-0.13568042,-0.5650987,-0.21582128,-0.05105925
O75604,0.04052586,0.1469275,-0.33294815,0.14793348,-0.24226943,0.1478082,0.3686784,0.10782019,0.45772973,0.0068870895,0.89656126,0.24443781,0.16566893,0.018795565,0.10702245,-0.08053966,-0.6367306,-0.08058603,0.060197234,-0.18499462,-0.33625457,0.4006214,-0.36787447,0.12707639,-0.2885021,0.081863426,-1.7497723,0.08839333,0.09154029,-0.18076661,-0.36335018,0.11724013,-0.07566922,-0.20631897,0.1733844,-0.028539026,-0.42444625,-0.20849589,-0.12339822,-0.003934839,-0.044552255,-0.20583782,0.23989663,-0.35492802,0.23287109,0.15655318,0.028038014,-1.6416368,0.08633357,-0.17221788,0.23547366,-0.6087013,-0.20422062,-0.36530888,-0.47312394,-0.08586697,0.5143532,0.59457886,0.26759285,0.06794156,-0.42546478,-0.24759328,0.22117586,-0.3807002,-0.03723593,-0.17974395,0.0650247,0.28115523,0.43436494,0.20540774,-0.61300236,-0.32010517,-0.024176445,-0.014170801,-0.056703307,-0.12867913,-1.1372167,0.067536324,-0.27838102,-0.8966923,-0.21519367,-0.4992489,0.4820884,0.032767802,1.6248404,0.12642989,-0.120918825,0.044932675,0.041066304,-0.06187558,0.004775171,0.16353168,-0.032202248,-0.37366855,-0.10348648,0.1921905,0.22214714,-0.62572205,-0.08726845,-0.23894349,-1.508375,-0.0005061857,-0.08481068,-0.21937141,-0.20378228,0.026253557,-0.04849628,0.30901408,0.08313678,0.019413382,-0.3074243,0.2904135,-0.14147058,0.30343097,0.19097261,1.279124,-0.374832,-0.010907306,0.24418482,-0.018783562,0.3184542,-0.022339854,-0.10022118,0.047453005,-0.099456295,-0.5933839,-0.19765534,-0.07942434
P26639,0.10366086,0.20056538,-0.32022348,0.16824836,-0.27555907,0.18505318,0.42240727,0.15246303,0.50808054,-0.0339601,0.9551816,0.28332034,0.19425981,0.0125630945,0.1112399,-0.06301292,-0.7317851,-0.08535705,0.10102204,-0.17054887,-0.37709796,0.43858597,-0.38989773,0.13364571,-0.32302365,0.059491795,-1.9040074,0.10694184,0.0765255,-0.18694507,-0.3758876,0.13376136,-0.1216406,-0.1821148,0.18351687,-0.033352252,-0.48038182,-0.22486325,-0.15442954,0.012668985,-0.08088732,-0.19696216,0.30098668,-0.37796283,0.24679314,0.16257636,0.059254173,-1.7781982,0.10696322,-0.15781233,0.22430418,-0.6694872,-0.24960959,-0.40061918,-0.50648075,-0.09192109,0.49207178,0.6887691,0.33138025,0.009678003,-0.48481408,-0.24567078,0.21020798,-0.4233911,-0.04596978,-0.19802307,0.030294789,0.29763934,0.42664,0.25096238,-0.6284155,-0.3260065,-0.043260943,-0.010897062,-0.09316495,-0.1409773,-1.2935523,-0.0019048899,-0.3134573,-0.94058436,-0.22834866,-0.48993066,0.5207214,0.035239093,1.7196207,0.14174007,-0.14500293,0.09771737,0.061632883,-0.05046736,-0.000408193,0.20813836,-0.040601436,-0.4129286,-0.14005649,0.20414223,0.2868275,-0.6605026,-0.083598115,-0.1858448,-1.5892029,-0.0013341721,-0.100612395,-0.21402414,-0.24928944,-0.0100376345,-0.09131988,0.2582921,0.044833887,0.010893076,-0.26632407,0.30218273,-0.15364677,0.32549062,0.21588574,1.4148588,-0.38144195,-0.012357156,0.19294001,-0.023258442,0.2551876,-0.07768918,-0.10331109,0.05061881,-0.105978064,-0.58737826,-0.24706613,-0.071693964
P12425,0.09588042,0.20656455,-0.34821242,0.15106791,-0.21236598,0.17130354,0.3916903,0.15468822,0.5234608,-0.020349924,0.9903077,0.27566707,0.23388773,0.015707977,0.09226532,-0.086970836,-0.6928007,-0.06825206,0.08922248,-0.18062901,-0.40532625,0.43730232,-0.41033253,0.12767534,-0.2948066,0.033189606,-2.0346467,0.09980875,0.06058779,-0.11746495,-0.39439404,0.10339185,-0.07678519,-0.22975656,0.17830658,-0.08471444,-0.47111306,-0.21924815,-0.156829,0.0011658362,-0.05805821,-0.15306315,0.24087699,-0.3735893,0.2838433,0.13764872,0.05179201,-1.9682412,0.09399316,-0.19721007,0.24683833,-0.6577396,-0.23748142,-0.3853685,-0.5182768,-0.08575294,0.525763,0.6319697,0.29168713,0.05371095,-0.4609431,-0.23618998,0.23918168,-0.3897478,-0.056751806,-0.18677133,0.041656584,0.29167354,0.4779243,0.22291334,-0.66815704,-0.29489142,-0.019471802,-0.017218016,-0.052215375,-0.15247208,-1.4064246,0.06435708,-0.31499174,-0.947996,-0.23960935,-0.4959618,0.57878155,0.032900542,1.6959987,0.17198607,-0.13617156,0.07144726,0.10677215,-0.044333197,0.0022667886,0.25720793,-0.034182135,-0.40292656,-0.177503,0.2782111,0.24845031,-0.6447275,-0.03679724,-0.26615152,-1.598316,-0.006305967,-0.09649265,-0.2271271,-0.25519893,-0.023556378,-0.08050078,0.32841492,0.082549095,-0.004997871,-0.26971877,0.34261706,-0.15323757,0.36137924,0.24014987,1.4576933,-0.40947118,-0.01611674,0.22840741,-0.010890318,0.28630584,-0.005129846,-0.10354912,0.04746882,-0.14427386,-0.66620266,-0.24860893,-0.10091595
O76095,0.07901707,0.18347846,-0.3110094,0.1395853,-0.20378725,0.14130971,0.37169212,0.11621045,0.41674438,0.0003406487,0.85553837,0.2680496,0.16024779,0.020883331,0.09288013,-0.10548916,-0.6233853,-0.049459532,0.07757936,-0.20809716,-0.3145505,0.41913223,-0.36889163,0.13939121,-0.28150043,0.07199991,-1.6562033,0.07864986,0.06010739,-0.15866232,-0.36090168,0.06815582,-0.073750906,-0.19841479,0.14963606,-0.06772178,-0.4574773,-0.185096,-0.12266932,-0.009363985,-0.09113556,-0.19689943,0.23655064,-0.3244729,0.24988973,0.14280613,0.06706608,-1.6842701,0.08409513,-0.1480214,0.22140534,-0.56246966,-0.22515391,-0.35786235,-0.44564402,-0.06967023,0.44647807,0.61363035,0.32056305,0.033763956,-0.43520495,-0.19028653,0.19679107,-0.42354316,-0.01498736,-0.16280316,0.01839095,0.2986842,0.42287114,0.18254696,-0.63819325,-0.29086393,-0.04422497,-0.025048278,-0.04444843,-0.09371472,-1.2140476,0.056065705,-0.28164503,-0.8450687,-0.16819558,-0.48375502,0.4730306,0.031630915,1.5898838,0.13162376,-0.11017946,0.04618152,0.087081745,-0.0571559,0.0017057469,0.25353575,-0.00210186,-0.36268282,-0.109975465,0.2247626,0.21359152,-0.5680076,-0.07359918,-0.22677448,-1.4157273,-0.004033718,-0.0862737,-0.16407974,-0.19439878,-0.005906593,-0.060030703,0.29367283,0.047999777,-0.010539737,-0.2820741,0.3080564,-0.14162256,0.3109345,0.2112738,1.2956648,-0.379198,-0.0045260456,0.22043656,-0.025098749,0.23448169,-0.050032113,-0.102952406,0.057514936,-0.11406418,-0.5568687,-0.21919487,-0.07187551
