UniProt_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
P11827,-0.046052784,-0.07478914,-0.80789745,-0.20070536,0.3124801,0.051554486,-0.16431133,0.23303539,-0.11251412,0.01603539,-0.102012336,0.3772721,-0.18827426,-0.23620242,0.2456913,0.017100506,-0.14021814,0.19312462,-0.35714662,-0.7134807,-0.15547302,-0.13206762,0.27559587,-0.43343967,0.04088895,-0.15034749,-0.10272632,0.20935075,-0.14526618,-0.15701613,-0.15272841,-0.3548998,0.10728416,-0.40983313,-0.027408836,-0.21404013,-0.6474296,0.9248196,0.18307047,-0.026839234,0.5588649,-0.98534596,0.18843465,-1.0112872,-0.22514343,0.5622203,-0.06232896,-0.17513064,0.1515666,0.2663257,-0.19832556,0.03232734,0.14028049,-0.21026476,0.4183984,-0.24580581,0.21322761,-0.22234294,-0.03877729,0.021137403,0.24305546,-0.3278396,-0.20836054,0.041449573,-0.0951279,-0.060810402,0.1643414,0.18670797,-0.041475363,0.53559446,-0.13071974,0.039822802,0.049636737,-0.19097564,-0.1255703,-0.25567615,0.039054453,-0.0089509785,-0.18255356,0.14068083,-0.16191322,-0.114750296,0.110598594,-0.122755796,0.05582589,0.20694292,0.04013206,-0.0824096,0.14124769,0.07109425,-0.09630023,0.44279346,0.0913148,0.07566617,-0.4397947,0.4504588,0.13861093,0.021323398,-0.039027683,-0.026956249,0.33782548,0.07451816,0.14689755,-0.58194005,-0.792611,-0.06355251,-0.27047014,-0.33079046,-0.5660068,-0.1700058,-0.4759522,0.40338424,-0.15366513,0.03393861,0.20727088,0.30573067,-0.44444206,0.43746036,1.0097039,0.19662616,-0.032745086,-0.16883704,-0.07781787,0.100112185,-0.20574947,0.2320683,0.35359377,-0.09126203
O75347,-0.1521214,0.14226763,-0.68272954,-0.20132037,0.08708632,0.06920853,0.064599834,0.23935921,-0.17952287,-0.24678406,0.07510631,-0.037171863,-0.41857806,-0.10104046,0.26686496,-0.0025882125,-0.031853516,0.2992556,-0.27175963,-0.5099522,-0.4316915,0.24866533,0.20387812,-0.8197502,-0.1226656,-0.17022344,0.08268447,0.10590507,-0.3146749,-0.23757283,-0.19527148,-0.19722517,-0.13723487,-0.30753687,0.12974244,-0.13388753,-0.722242,0.74876297,0.10124828,0.07283744,1.0547171,-0.61574405,0.055258702,-0.54154664,-0.0018514425,0.22105105,-0.040539704,0.100148894,0.11799453,0.17524703,-0.23785682,-0.10122596,0.09741763,-0.07058432,0.1058933,-0.20547847,0.09394143,-0.3803584,0.11667943,-0.06444886,-0.1988446,-0.013152899,-0.1671674,-0.08039055,-0.2049083,-0.07210426,0.08737102,0.05276515,0.08610155,0.3241261,-0.029410955,-0.01624987,-0.18893318,-0.28252098,-0.024362493,-0.41452742,0.05638329,0.11443076,-0.16655321,-0.14209023,-0.038408585,-0.28114206,0.09362264,-0.18496713,-0.14269048,0.4014513,-0.09929898,0.12095231,-0.10805909,0.0165493,-0.2651518,0.46894652,0.12730497,-0.07260062,-0.35362086,0.08988519,0.16406508,0.06298599,0.054328494,-0.09415472,0.3600617,-0.16777,0.3278417,-0.52817786,-0.22636351,0.076337494,-0.0686167,-0.012332747,-0.45674482,-0.09971954,0.033932444,0.29567716,-0.09392986,-0.0050585135,0.29203925,0.021298463,-0.44647604,0.32228675,0.50274336,-0.0771219,0.11015056,-0.06870708,-0.03634974,0.120015904,0.058503278,0.5553989,-0.09862447,-0.1960067
P11655,-0.13180344,0.18486325,-0.7520272,-0.16412994,0.09436476,0.06751087,0.07352862,0.34108347,-0.07817701,-0.086631685,0.0025059804,0.32882914,-0.2158463,-0.14020854,0.32133937,-0.025363708,-0.14095011,0.31172842,-0.3006881,-0.5473581,-0.08258705,-0.01338397,0.24232592,-0.5321076,-0.03615802,-0.22441676,-0.057294965,0.23069206,-0.26410973,-0.16916505,-0.028043339,-0.22698455,0.0031599924,-0.41494375,-0.16551165,-0.022054221,-0.91287786,0.8128049,0.06702566,0.09629795,0.5813005,-0.94150877,0.11225207,-0.73640925,-0.28136554,0.43081042,0.0003984142,-0.04615614,0.15205328,0.095275804,-0.20194396,0.11709653,0.15188336,-0.046183974,0.41543174,-0.016503576,0.063331224,-0.35001838,-0.071794346,-0.04011245,0.10797558,-0.22208634,-0.19188942,0.10240269,-0.07739082,0.047318336,0.09001085,-0.014261002,0.032575198,0.35820493,0.015016213,-0.09689154,-0.2532014,-0.22208993,-0.12946117,-0.42775238,-0.011428442,0.09977186,-0.17139174,-0.005300164,-0.2028588,-0.15502103,0.08665703,-0.09294333,0.029785916,0.18527685,-0.03592337,0.07671464,0.20612046,-0.08797808,-0.27800858,0.5433578,0.03386999,0.0683821,-0.48887336,0.15419407,0.12360743,0.18507805,-0.032747447,-0.028859846,0.37499472,-0.08622825,0.35966712,-0.717829,-0.62833345,-0.01463481,-0.123408034,-0.12554559,-0.36827883,-0.1632331,-0.2269047,0.3354502,-0.0532768,-0.030216232,0.24289528,0.21065672,-0.45834982,0.32304186,0.6953473,-0.014899239,-0.22796345,-0.16543715,-0.10422519,0.20591077,-0.07645733,0.5431919,-0.015802369,0.07854178
O95149,-0.0812744,0.064314,-0.78004915,0.008851862,0.2361626,0.09605603,-0.06270781,0.24214582,0.013686568,-0.033322714,-0.033434596,0.039291713,-0.2507799,-0.100892395,0.070812255,0.08252552,-0.03216273,0.21781945,-0.060881328,-0.39115915,-0.21730839,0.2481278,0.3308282,-0.8532285,-0.11873107,-0.13542402,-0.01720773,0.17711784,-0.20761847,-0.07699126,0.02259366,-0.22105898,0.05808011,-0.40930775,-0.047536697,-0.1547017,-0.72049475,0.71755964,0.12731321,-0.06385526,0.865021,-0.8353277,0.2200297,-0.47339162,-0.03309539,0.42602608,0.08288526,-0.0461748,0.15382493,0.19718786,-0.063023254,0.07177599,0.109819084,-0.04656148,0.33879444,-0.19369079,0.07060302,-0.21391353,0.11037638,-0.12637816,-0.024613423,-0.25911465,-0.24805102,0.10602641,-0.12802988,-0.11803161,-0.041531153,-0.01853041,-0.014028781,0.22774428,-0.10569306,-0.10431719,-0.178328,-0.16583285,0.13469237,-0.37070128,-0.007046303,0.16912359,0.040707346,-0.1387638,-0.33923343,-0.34685457,0.15389565,-0.064088285,0.022090776,0.24810232,-0.18768118,0.04750775,0.08534357,0.054468334,-0.20196575,0.5435718,0.21183248,-0.03127573,-0.40593138,0.2543482,0.14447513,0.01634006,0.08770466,-0.2445681,0.3873868,-0.1044916,0.27227864,-0.5325515,-0.4152392,0.025071578,-0.09873831,-0.058294535,-0.41483316,-0.08007841,-0.14524046,0.16617799,-0.063390166,-0.042511024,0.30321595,0.0004059442,-0.51530725,0.23431449,0.6280682,0.047788665,-0.036681574,-0.08741372,-0.019427922,0.070428476,-0.10732383,0.46313393,0.056369543,-0.1180099
P06132,-0.08470173,0.16977394,-0.84246254,-0.14401768,0.28148293,0.017323513,0.0077732145,0.07476975,-0.0894812,0.015075912,0.07645923,-0.0029614628,-0.35450417,-0.08892589,0.2202979,-0.0519364,-0.07410752,0.160833,-0.20804028,-0.16600035,-0.41341653,0.2113324,0.040435992,-0.8281304,-0.12184031,-0.10020373,-0.07883896,0.118265904,-0.16555376,-0.068445675,-0.07491467,-0.17280065,0.07108267,-0.37841412,0.19304211,-0.2647856,-0.8020377,0.7746125,0.030463863,-0.05513065,0.747867,-0.8836377,0.20410094,-0.24033399,-0.0036705732,0.23140101,0.03749439,-0.0813383,0.09135422,0.07544263,-0.023374397,-0.13576508,0.09460971,-0.24953577,0.51500213,-0.15328638,-0.06552205,-0.12614171,0.1136718,-0.07609095,-0.19376929,-0.113693096,-0.07153639,0.10568862,-0.09745393,0.025007147,0.003088525,-0.109172486,-0.059203755,0.037351403,-0.13456133,-0.16063866,0.074069254,-0.107165016,0.02993913,-0.4600171,0.060126983,-0.024075001,-0.07401199,0.022950614,-0.3707549,-0.060725044,-0.053367507,0.089466736,-0.042318475,0.23256886,-0.10793213,-0.18556754,0.02885341,0.07400384,-0.21484704,0.68386286,0.1408801,0.042091794,-0.48723537,0.20398168,-0.04420511,0.050356664,-0.036564104,-0.15642267,0.35053733,-0.2680065,0.24090841,-0.5211497,-0.33005807,-0.00034982563,-0.004806555,-0.11581478,-0.4972279,-0.18179393,-0.28265876,0.21308129,-0.17418836,-0.03564356,0.3541156,0.09030335,-0.7402667,0.10178222,0.5775,0.0070167542,0.07808086,-0.09994999,0.17013209,0.086970255,-0.08632761,0.51913,-0.025899768,-0.20385286
B4XT64,-0.15580325,0.041367922,-0.4774226,0.04596642,0.16049786,0.015274242,0.091124006,0.14527225,-0.1532254,-0.17499562,0.095180996,-0.010122634,-0.32392552,-0.15324597,0.27768922,-0.03695761,-0.10864717,0.21091223,-0.23845835,-0.27811703,-0.38396737,0.35951853,0.16208471,-0.85078686,-0.03516713,-0.108172424,-0.060546845,0.0022319157,-0.07004925,0.008968356,-0.078165285,-0.0326556,0.0894461,-0.38036487,0.11755694,-0.094896235,-0.9200087,0.52853614,0.1289966,-0.15243365,0.83789843,-0.7320326,-0.036524247,-0.46206164,-0.051287666,0.25432196,0.047918618,0.06890944,0.06399232,0.24316503,-0.28925663,-0.15082723,0.047661442,-0.096990265,0.28022718,-0.054542433,-0.007556431,-0.23613377,0.12615572,-0.046360444,-0.2305073,-0.029295117,-0.1807567,0.19057496,-0.21837644,-0.0559815,-0.07684729,-0.13150746,0.029507145,0.19771703,-0.10746208,-0.23920105,-0.057094608,-0.16249637,-0.009855772,-0.5355526,0.10537201,0.0700394,0.038740944,0.0034427505,-0.25693634,0.00027427575,0.15669477,-0.040288284,-0.12908931,0.50449,-0.085775435,0.116733365,-0.020340914,-0.06373475,-0.33657265,0.39533377,0.07238877,-0.04500517,-0.40895835,0.31660402,0.15292136,0.04489486,0.21489094,0.0056443587,0.43558446,-0.46446645,0.22175646,-0.65727156,-0.18839942,-0.06036092,-0.036692362,-0.10928429,-0.3799115,-0.16015704,-0.0075872936,0.13178766,-0.058403403,-0.1590385,0.22134952,0.11130494,-0.5586267,0.28741995,0.489112,-0.025027828,0.08475455,-0.10107825,-0.037237503,0.098530225,0.08937498,0.5570319,-0.07058853,-0.08651352
O75604,-0.012615472,0.21245673,-0.8433981,-0.09240986,0.20295426,0.13371858,-0.05829822,0.21150605,0.078967914,-0.00065976457,-0.07684607,0.08159252,-0.5174858,0.06514676,0.26895887,0.058010697,0.017334193,0.23775797,-0.1500443,-0.29911506,-0.23650515,0.10962449,0.21152553,-0.7520546,-0.066125944,-0.15826762,-0.023364421,0.06625274,-0.16491461,-0.10765214,-0.0068964036,-0.25688568,-0.0039809286,-0.4535218,0.032822844,-0.07821395,-0.74247533,0.61709875,0.087983504,-0.03360247,0.77086616,-0.76067984,0.1957459,-0.49085528,-0.0580002,0.20901796,-0.016960671,-0.047192305,0.1012756,0.13217373,-0.18782008,-0.016764272,-0.021436851,-0.11368921,0.4492387,-0.06377347,-0.02806508,-0.21163845,0.06092585,-0.18192992,-0.07563605,-0.26140374,-0.32879096,0.10406683,-0.14555518,0.0668218,0.01727663,-0.04397103,0.02405572,0.21856968,0.018189203,-0.17124787,-0.16525054,-0.10569701,0.013007504,-0.53804886,0.006422995,0.049403537,-0.01210062,-0.001471924,-0.30665058,-0.13883074,0.034390233,-0.12533487,-0.23203531,0.41730434,0.007841247,0.100323915,0.025887474,0.05371318,-0.1703152,0.58810556,0.08726333,0.018540213,-0.5997676,0.23400052,0.26005283,0.07008888,0.07430498,0.06419855,0.34128135,-0.4012223,0.25917798,-0.43911672,-0.42929178,-0.017784607,0.05287668,-0.07477911,-0.29416153,-0.07826509,-0.27048105,0.27258086,-0.15210073,0.0006715387,0.3858207,0.19228747,-0.59578013,0.31887954,0.60438365,-0.09329502,0.06580077,-0.06403897,0.109610476,0.16290614,-0.040027596,0.65360725,-0.0051690014,-0.0064032464
P26639,-0.04297168,0.069124036,-0.8101995,-0.21965104,0.052663818,-0.00064683706,-0.07016567,0.11072255,-0.17646147,-0.05667952,-0.09649935,0.009762429,-0.2877948,-0.11277995,0.092513286,-0.051406343,-0.1002871,0.1644983,-0.28244796,-0.41911784,-0.090150304,0.15508258,0.3371519,-0.7141006,0.07357112,-0.0867427,-0.10380369,0.12276574,-0.18914647,-0.060681444,-0.04282133,-0.24242912,-0.07444718,-0.2915983,-0.03527997,-0.24970512,-0.86916417,0.6146973,0.05949081,-0.075288005,0.77153826,-0.8731139,0.07196375,-0.46166715,0.081904896,0.1093179,0.0006896804,-0.06378803,0.09825248,0.051133364,-0.07476769,-0.05258354,0.16185825,-0.0018075308,0.41320372,-0.020879438,0.12535606,-0.18097644,0.09687246,-0.10220767,-0.14539893,-0.33398744,-0.11560553,-0.008431549,-0.23909794,0.060331564,0.069930814,0.07856758,0.0066817948,0.13399057,-0.09955784,-0.13322404,-0.0835531,-0.2616063,0.0043006837,-0.41630414,0.16416733,0.0780139,-0.015036806,-0.037162166,-0.12398296,-0.20032495,0.012113225,-0.21118505,-0.3321802,0.37770435,-0.2413208,-0.07704507,0.046408962,0.056976303,-0.29742366,0.58724374,-0.024315327,-0.0718836,-0.5263632,0.27140373,0.13593832,0.18849613,0.04304914,-0.28097498,0.4712292,-0.2029959,0.37845328,-0.5247597,-0.48267242,-0.08166874,-0.03307512,0.019766733,-0.46775952,-0.060676977,-0.105437554,0.16706395,-0.15602325,-0.08747884,0.22095616,0.08845732,-0.46469244,0.35852528,0.6646916,-0.058830548,-0.07237173,-0.030594489,0.011278565,0.20206265,-0.0011590347,0.49662006,-0.06680626,-0.2459209
P12425,-0.09259851,-0.0026872556,-0.66516274,-0.07299266,0.2132697,0.092051454,-0.004706295,0.16943775,-0.08654451,-0.120933175,0.07580417,0.08532168,-0.37807032,-0.078434795,0.26269296,0.15760334,0.0005115453,0.21521078,-0.16638076,-0.38859114,-0.21246791,0.11374582,0.27467257,-0.628726,-0.019646084,-0.10459488,-0.0584559,0.088946976,-0.08818218,-0.016618796,-0.0041352743,-0.014749537,-0.15534844,-0.2797398,0.11289953,-0.121593595,-0.8451889,0.62194806,0.046352133,-0.05660122,0.8184707,-0.7692589,0.06369568,-0.57858366,-0.075390555,0.26235592,-0.05750619,-0.07397488,0.08557281,0.08482399,-0.11185585,0.03467415,0.14511023,-0.09268972,0.37631437,0.07830028,0.1288765,-0.27880618,0.05448744,-0.098863214,-0.17573589,-0.021674339,-0.18756066,0.12344318,-0.2789322,-0.036617152,-0.04611786,-0.025881631,0.025444334,0.031218495,-0.05822393,-0.3626982,0.01369073,-0.15177855,0.03059076,-0.41252327,0.071465425,-0.09324578,0.061037343,-0.16808401,-0.2852549,-0.12460825,0.07269628,-0.0087680565,-0.26922953,0.3439174,-0.16443534,-0.05014058,-0.028218891,0.026531894,-0.17321847,0.55330104,0.042734988,-0.15774858,-0.52980936,0.40538678,0.13634413,0.06375998,0.06420702,-0.041986875,0.40446424,-0.43703872,0.26351634,-0.55196553,-0.31867903,0.072262965,0.015645424,-0.07784829,-0.293139,-0.04201458,-0.07996659,0.16707984,-0.05711386,-0.04449975,0.26349097,0.039085176,-0.47934702,0.20378695,0.42855492,-0.057534635,0.08824551,-0.014475422,0.02512363,0.17484008,-0.09806878,0.6314447,0.0558673,-0.08295312
O76095,-0.07727578,0.23918448,-0.6212323,-0.12742499,0.2352852,0.111653715,0.045068413,0.3300814,0.011452626,-0.12396159,0.08403157,0.1321742,-0.4097981,-0.13331023,0.22657317,0.1152007,0.010999004,0.26309568,-0.22102407,-0.34719184,-0.3468034,0.3138652,0.118592404,-0.8645202,0.02090609,-0.065646835,-0.10251493,0.18037531,-0.2175689,0.006128429,-0.07935744,-0.17174399,0.12656562,-0.3165705,-0.08179369,-0.15187864,-0.9859866,0.6652551,-0.004211705,-0.052346036,0.7609523,-0.841397,0.1570911,-0.5069608,-0.14001222,0.24388023,-0.07056848,-0.015500285,0.19330089,0.119687036,-0.12736458,-0.0018609986,0.07077482,-0.1801193,0.41193253,-0.033423085,-0.0073246695,-0.26666963,0.13300653,-0.06300136,-0.16458473,-0.15249763,-0.27727872,0.076134115,-0.19970208,-0.04815228,-0.04769926,-0.058776055,0.07442131,0.20036164,-0.11875159,-0.28211206,-0.065425344,-0.1718966,-0.04255352,-0.24325868,0.032773335,0.010687437,0.13860403,-0.08723623,-0.28197128,-0.19437435,-0.08581823,-0.20189694,-0.12195273,0.27741688,-0.07710019,-0.030421825,0.015425537,0.039106548,-0.17564896,0.6324342,0.1282709,-0.047784425,-0.51998544,0.23570465,0.083300635,0.119171545,0.13293868,-0.05240935,0.35977924,-0.2480081,0.30077744,-0.5295386,-0.3600065,0.058268826,0.0050504133,-0.087807156,-0.36809513,0.0013647117,0.006244803,0.20256937,-0.059304357,-0.048245072,0.28106344,0.1504947,-0.43881395,0.20407206,0.5294404,-0.05816063,0.07502206,-0.14156713,-0.030388601,0.09533524,-0.06958999,0.55756867,0.031665478,-0.09725144
